,date,open,high,low,close,volume
71,2020-06-22 10:26:00+05:30,1264.55,1265.6,1264.3,1265.6,671
72,2020-06-22 10:27:00+05:30,1265.6,1267.0,1264.5,1266.5,698
73,2020-06-22 10:28:00+05:30,1266.5,1267.0,1266.5,1266.95,869
74,2020-06-22 10:29:00+05:30,1267.0,1267.0,1265.25,1266.5,1065
75,2020-06-22 10:30:00+05:30,1266.5,1266.6,1265.2,1266.0,965
76,2020-06-22 10:31:00+05:30,1266.0,1266.0,1265.05,1265.95,1650
77,2020-06-22 10:32:00+05:30,1265.95,1265.95,1264.5,1265.0,2243
78,2020-06-22 10:33:00+05:30,1265.0,1265.0,1263.75,1264.35,1470
79,2020-06-22 10:34:00+05:30,1264.3,1267.0,1264.3,1266.85,791
80,2020-06-22 10:35:00+05:30,1266.85,1267.0,1266.2,1267.0,351
81,2020-06-22 10:36:00+05:30,1267.0,1267.95,1266.0,1266.0,2244
82,2020-06-22 10:37:00+05:30,1265.9,1266.9,1265.9,1266.55,703
83,2020-06-22 10:38:00+05:30,1266.55,1267.0,1266.3,1266.5,504
84,2020-06-22 10:39:00+05:30,1266.5,1266.5,1264.3,1265.0,1057
85,2020-06-22 10:40:00+05:30,1264.4,1266.5,1264.4,1266.45,980
86,2020-06-22 10:41:00+05:30,1266.45,1266.45,1264.6,1265.1,1570
87,2020-06-22 10:42:00+05:30,1265.1,1265.1,1264.0,1264.5,1743
88,2020-06-22 10:43:00+05:30,1264.5,1267.0,1264.5,1265.85,2332
89,2020-06-22 10:44:00+05:30,1265.85,1265.95,1264.0,1265.35,1209
90,2020-06-22 10:45:00+05:30,1265.35,1265.35,1262.7,1263.6,2660
91,2020-06-22 10:46:00+05:30,1263.6,1264.45,1263.1,1263.25,1188
92,2020-06-22 10:47:00+05:30,1263.25,1264.6,1263.0,1264.6,832
93,2020-06-22 10:48:00+05:30,1264.6,1265.3,1264.05,1264.8,524
94,2020-06-22 10:49:00+05:30,1264.8,1264.8,1264.0,1264.45,303
95,2020-06-22 10:50:00+05:30,1264.45,1265.0,1264.0,1264.15,752
96,2020-06-22 10:51:00+05:30,1264.15,1264.3,1262.5,1263.0,1495
97,2020-06-22 10:52:00+05:30,1263.0,1263.75,1262.4,1263.75,648
98,2020-06-22 10:53:00+05:30,1263.9,1263.95,1262.5,1262.5,359
99,2020-06-22 10:54:00+05:30,1262.5,1262.6,1262.0,1262.25,2341
100,2020-06-22 10:55:00+05:30,1262.25,1262.35,1258.8,1260.95,7362
101,2020-06-22 10:56:00+05:30,1260.95,1260.95,1259.5,1259.5,2557
102,2020-06-22 10:57:00+05:30,1259.5,1259.75,1257.1,1259.0,6862
103,2020-06-22 10:58:00+05:30,1259.0,1259.9,1258.4,1259.0,1982
104,2020-06-22 10:59:00+05:30,1259.1,1260.65,1259.0,1259.25,2996
105,2020-06-22 11:00:00+05:30,1259.65,1260.05,1259.55,1259.75,1938
106,2020-06-22 11:01:00+05:30,1259.75,1261.55,1259.75,1261.0,2624
107,2020-06-22 11:02:00+05:30,1261.0,1261.0,1260.0,1260.2,829
108,2020-06-22 11:03:00+05:30,1260.2,1261.65,1260.2,1261.65,1150
109,2020-06-22 11:04:00+05:30,1261.65,1263.1,1260.6,1263.1,2019
110,2020-06-22 11:05:00+05:30,1263.1,1263.1,1262.0,1262.5,359
111,2020-06-22 11:06:00+05:30,1262.5,1262.5,1260.55,1261.15,1005
112,2020-06-22 11:07:00+05:30,1261.15,1262.0,1261.15,1261.75,311
113,2020-06-22 11:08:00+05:30,1261.75,1262.05,1261.2,1261.95,443
114,2020-06-22 11:09:00+05:30,1261.95,1263.0,1261.8,1262.8,622
115,2020-06-22 11:10:00+05:30,1262.4,1262.95,1261.85,1262.1,692
116,2020-06-22 11:11:00+05:30,1262.1,1262.9,1261.6,1262.1,859
117,2020-06-22 11:12:00+05:30,1262.1,1262.15,1261.6,1261.65,173
118,2020-06-22 11:13:00+05:30,1261.65,1262.9,1261.65,1262.75,459
119,2020-06-22 11:14:00+05:30,1262.75,1262.75,1262.4,1262.65,203
120,2020-06-22 11:15:00+05:30,1262.65,1264.7,1261.85,1264.7,1679
121,2020-06-22 11:16:00+05:30,1264.7,1265.0,1264.45,1264.45,1671
122,2020-06-22 11:17:00+05:30,1264.45,1264.95,1263.1,1264.95,1893
123,2020-06-22 11:18:00+05:30,1264.95,1264.95,1264.45,1264.5,655
124,2020-06-22 11:19:00+05:30,1264.5,1265.3,1264.5,1265.0,1318
125,2020-06-22 11:20:00+05:30,1265.3,1265.95,1262.75,1263.5,2461
126,2020-06-22 11:21:00+05:30,1263.5,1263.5,1262.0,1262.5,786
127,2020-06-22 11:22:00+05:30,1262.5,1262.5,1262.05,1262.5,235
128,2020-06-22 11:23:00+05:30,1262.5,1263.65,1262.1,1263.65,967
129,2020-06-22 11:24:00+05:30,1263.65,1263.65,1262.75,1263.5,147
130,2020-06-22 11:25:00+05:30,1263.5,1263.5,1261.85,1262.5,453
131,2020-06-22 11:26:00+05:30,1262.5,1264.15,1261.2,1264.15,1381
132,2020-06-22 11:27:00+05:30,1264.15,1264.15,1262.9,1262.9,297
133,2020-06-22 11:28:00+05:30,1262.9,1263.75,1262.0,1263.25,374
134,2020-06-22 11:29:00+05:30,1263.25,1263.25,1262.6,1263.0,80
135,2020-06-22 11:30:00+05:30,1263.0,1264.0,1262.7,1264.0,1521
136,2020-06-22 11:31:00+05:30,1262.8,1263.75,1262.0,1262.0,828
137,2020-06-22 11:32:00+05:30,1261.95,1262.1,1261.0,1262.1,1286
138,2020-06-22 11:33:00+05:30,1262.1,1262.5,1262.1,1262.1,313
139,2020-06-22 11:34:00+05:30,1262.1,1262.1,1261.15,1261.75,597
140,2020-06-22 11:35:00+05:30,1261.75,1262.35,1260.05,1261.15,2250
141,2020-06-22 11:36:00+05:30,1261.15,1261.5,1259.0,1259.7,1064
142,2020-06-22 11:37:00+05:30,1259.7,1262.4,1259.7,1261.5,848
143,2020-06-22 11:38:00+05:30,1261.5,1262.4,1260.75,1262.4,604
144,2020-06-22 11:39:00+05:30,1262.4,1262.95,1260.3,1261.0,4112
145,2020-06-22 11:40:00+05:30,1261.0,1263.0,1261.0,1263.0,930
146,2020-06-22 11:41:00+05:30,1263.0,1263.9,1263.0,1263.0,3243
147,2020-06-22 11:42:00+05:30,1263.0,1264.0,1263.0,1263.55,514
148,2020-06-22 11:43:00+05:30,1263.55,1263.55,1262.7,1262.7,163
149,2020-06-22 11:44:00+05:30,1262.7,1263.5,1262.7,1263.5,192
150,2020-06-22 11:45:00+05:30,1263.5,1263.5,1263.1,1263.1,98
151,2020-06-22 11:46:00+05:30,1263.1,1263.5,1262.0,1262.7,452
152,2020-06-22 11:47:00+05:30,1262.7,1264.9,1262.7,1264.9,2264
153,2020-06-22 11:48:00+05:30,1264.9,1264.9,1264.4,1264.9,559
154,2020-06-22 11:49:00+05:30,1264.9,1266.65,1264.35,1266.45,1627
155,2020-06-22 11:50:00+05:30,1266.0,1266.45,1264.5,1265.0,607
156,2020-06-22 11:51:00+05:30,1265.0,1265.0,1263.45,1264.7,846
157,2020-06-22 11:52:00+05:30,1264.7,1265.0,1264.05,1264.2,612
158,2020-06-22 11:53:00+05:30,1264.2,1265.5,1264.1,1264.85,2108
159,2020-06-22 11:54:00+05:30,1264.85,1265.0,1264.2,1264.4,1009
160,2020-06-22 11:55:00+05:30,1264.4,1265.4,1264.4,1264.7,517
161,2020-06-22 11:56:00+05:30,1265.0,1265.0,1263.6,1263.6,217
162,2020-06-22 11:57:00+05:30,1263.6,1265.9,1263.6,1265.85,614
163,2020-06-22 11:58:00+05:30,1265.85,1265.9,1265.0,1265.65,944
164,2020-06-22 11:59:00+05:30,1265.7,1267.1,1265.65,1267.1,2637
165,2020-06-22 12:00:00+05:30,1266.1,1267.0,1265.7,1267.0,1387
166,2020-06-22 12:01:00+05:30,1267.0,1267.0,1265.7,1265.7,472
167,2020-06-22 12:02:00+05:30,1265.7,1266.35,1265.0,1265.7,658
168,2020-06-22 12:03:00+05:30,1265.7,1265.8,1265.0,1265.35,234
169,2020-06-22 12:04:00+05:30,1265.35,1265.35,1263.9,1264.1,469
170,2020-06-22 12:05:00+05:30,1264.1,1264.4,1263.9,1263.95,433
171,2020-06-22 12:06:00+05:30,1263.3,1263.95,1263.2,1263.25,550
172,2020-06-22 12:07:00+05:30,1263.25,1263.25,1262.4,1262.7,1050
173,2020-06-22 12:08:00+05:30,1262.7,1263.0,1262.0,1262.4,1329
174,2020-06-22 12:09:00+05:30,1262.4,1262.7,1261.55,1261.55,621
175,2020-06-22 12:10:00+05:30,1261.55,1262.6,1261.55,1261.6,502
176,2020-06-22 12:11:00+05:30,1261.6,1262.45,1261.6,1262.45,38
177,2020-06-22 12:12:00+05:30,1261.85,1262.25,1261.6,1262.25,1604
178,2020-06-22 12:13:00+05:30,1261.65,1262.15,1261.55,1262.15,546
179,2020-06-22 12:14:00+05:30,1262.15,1264.0,1262.1,1262.8,2710
180,2020-06-22 12:15:00+05:30,1262.8,1265.45,1262.8,1264.6,634
181,2020-06-22 12:16:00+05:30,1264.5,1265.05,1263.65,1264.85,244
182,2020-06-22 12:17:00+05:30,1264.85,1264.85,1261.6,1262.2,3260
183,2020-06-22 12:18:00+05:30,1262.2,1263.95,1262.2,1262.2,715
184,2020-06-22 12:19:00+05:30,1262.2,1262.85,1262.2,1262.4,18
185,2020-06-22 12:20:00+05:30,1262.4,1264.75,1262.4,1264.65,184
186,2020-06-22 12:21:00+05:30,1264.65,1265.8,1264.65,1264.85,761
187,2020-06-22 12:22:00+05:30,1264.85,1265.5,1264.85,1265.35,296
188,2020-06-22 12:23:00+05:30,1265.25,1265.25,1264.0,1264.0,678
189,2020-06-22 12:24:00+05:30,1264.0,1264.0,1263.6,1263.8,216
190,2020-06-22 12:25:00+05:30,1263.8,1264.15,1263.5,1264.0,320
191,2020-06-22 12:26:00+05:30,1264.0,1265.8,1264.0,1265.8,763
192,2020-06-22 12:27:00+05:30,1265.8,1265.8,1265.05,1265.65,417
193,2020-06-22 12:28:00+05:30,1265.5,1265.7,1264.4,1265.7,563
194,2020-06-22 12:29:00+05:30,1265.7,1265.8,1265.0,1265.0,657
195,2020-06-22 12:30:00+05:30,1265.3,1265.3,1264.25,1264.25,456
196,2020-06-22 12:31:00+05:30,1264.25,1264.5,1263.45,1263.55,1062
197,2020-06-22 12:32:00+05:30,1263.55,1264.45,1263.55,1264.45,112
198,2020-06-22 12:33:00+05:30,1264.45,1264.5,1263.4,1264.0,273
199,2020-06-22 12:34:00+05:30,1264.0,1265.8,1264.0,1265.8,3044
200,2020-06-22 12:35:00+05:30,1265.8,1265.8,1264.3,1264.5,114
201,2020-06-22 12:36:00+05:30,1264.5,1264.75,1264.0,1264.0,144
202,2020-06-22 12:37:00+05:30,1264.0,1265.8,1263.65,1265.45,217
203,2020-06-22 12:38:00+05:30,1265.45,1265.8,1264.65,1265.5,586
204,2020-06-22 12:39:00+05:30,1265.5,1265.8,1265.35,1265.6,135
205,2020-06-22 12:40:00+05:30,1265.6,1266.4,1265.6,1265.75,894
206,2020-06-22 12:41:00+05:30,1265.75,1267.0,1265.75,1266.9,1150
207,2020-06-22 12:42:00+05:30,1266.9,1267.0,1266.2,1266.5,960
208,2020-06-22 12:43:00+05:30,1266.5,1266.5,1265.65,1266.25,193
209,2020-06-22 12:44:00+05:30,1266.25,1266.4,1265.7,1266.25,171
210,2020-06-22 12:45:00+05:30,1266.5,1269.2,1266.25,1267.55,5631
211,2020-06-22 12:46:00+05:30,1267.55,1267.55,1266.8,1267.2,617
212,2020-06-22 12:47:00+05:30,1267.2,1269.25,1266.6,1269.0,1223
213,2020-06-22 12:48:00+05:30,1269.0,1269.05,1268.0,1268.5,2396
214,2020-06-22 12:49:00+05:30,1268.5,1269.25,1268.1,1268.9,1175
215,2020-06-22 12:50:00+05:30,1268.2,1268.5,1267.5,1268.5,960
216,2020-06-22 12:51:00+05:30,1268.5,1268.8,1267.5,1267.8,690
217,2020-06-22 12:52:00+05:30,1267.8,1268.5,1267.8,1268.45,99
218,2020-06-22 12:53:00+05:30,1268.45,1268.75,1267.45,1268.65,756
219,2020-06-22 12:54:00+05:30,1268.65,1268.7,1268.65,1268.7,439
220,2020-06-22 12:55:00+05:30,1268.7,1271.3,1268.65,1271.0,4574
221,2020-06-22 12:56:00+05:30,1271.0,1271.15,1270.0,1270.8,648
222,2020-06-22 12:57:00+05:30,1270.25,1273.0,1270.25,1271.4,4343
223,2020-06-22 12:58:00+05:30,1271.4,1272.5,1271.0,1271.65,1957
224,2020-06-22 12:59:00+05:30,1271.65,1272.0,1270.85,1271.4,1179
225,2020-06-22 13:00:00+05:30,1271.4,1271.45,1269.2,1270.0,1235
226,2020-06-22 13:01:00+05:30,1270.0,1270.0,1269.1,1269.3,652
227,2020-06-22 13:02:00+05:30,1269.3,1269.3,1267.5,1268.7,1497
228,2020-06-22 13:03:00+05:30,1268.55,1269.3,1268.3,1269.0,728
229,2020-06-22 13:04:00+05:30,1269.0,1270.0,1269.0,1270.0,202
230,2020-06-22 13:05:00+05:30,1270.0,1270.0,1269.0,1269.3,1274
231,2020-06-22 13:06:00+05:30,1269.3,1269.95,1269.3,1269.3,436
232,2020-06-22 13:07:00+05:30,1269.3,1269.3,1268.0,1268.0,565
233,2020-06-22 13:08:00+05:30,1268.0,1268.65,1268.0,1268.5,208
234,2020-06-22 13:09:00+05:30,1268.0,1268.5,1267.6,1267.6,52
235,2020-06-22 13:10:00+05:30,1267.6,1267.65,1266.65,1266.65,439
236,2020-06-22 13:11:00+05:30,1266.65,1266.75,1265.6,1265.7,853
237,2020-06-22 13:12:00+05:30,1265.7,1266.35,1264.0,1266.3,2451
238,2020-06-22 13:13:00+05:30,1267.0,1267.55,1266.05,1266.65,487
239,2020-06-22 13:14:00+05:30,1266.65,1267.5,1266.65,1266.8,71
240,2020-06-22 13:15:00+05:30,1266.6,1267.65,1266.3,1267.65,437
241,2020-06-22 13:16:00+05:30,1267.65,1268.5,1267.55,1268.0,388
242,2020-06-22 13:17:00+05:30,1268.0,1268.35,1267.5,1267.5,197
243,2020-06-22 13:18:00+05:30,1267.5,1267.9,1267.5,1267.5,285
244,2020-06-22 13:19:00+05:30,1267.5,1267.85,1267.3,1267.35,2428
245,2020-06-22 13:20:00+05:30,1267.35,1269.0,1267.35,1269.0,290
246,2020-06-22 13:21:00+05:30,1269.0,1269.0,1267.85,1267.85,105
247,2020-06-22 13:22:00+05:30,1267.85,1269.95,1267.85,1269.75,974
248,2020-06-22 13:23:00+05:30,1269.75,1269.85,1269.0,1269.45,180
249,2020-06-22 13:24:00+05:30,1269.45,1269.55,1268.75,1269.5,641
250,2020-06-22 13:25:00+05:30,1269.5,1269.5,1269.4,1269.5,1755
251,2020-06-22 13:26:00+05:30,1269.5,1271.95,1269.0,1271.9,3756
252,2020-06-22 13:27:00+05:30,1271.8,1271.85,1269.8,1270.25,1621
253,2020-06-22 13:28:00+05:30,1270.95,1271.75,1270.25,1270.95,1136
254,2020-06-22 13:29:00+05:30,1270.95,1271.7,1270.25,1270.25,866
255,2020-06-22 13:30:00+05:30,1270.5,1271.55,1269.65,1270.7,727
256,2020-06-22 13:31:00+05:30,1270.7,1270.7,1268.35,1268.95,384
257,2020-06-22 13:32:00+05:30,1268.95,1269.95,1268.0,1268.0,108
258,2020-06-22 13:33:00+05:30,1268.85,1269.1,1268.2,1269.1,1084
259,2020-06-22 13:34:00+05:30,1269.1,1269.1,1267.2,1268.4,635
260,2020-06-22 13:35:00+05:30,1268.4,1269.1,1268.35,1268.7,336
261,2020-06-22 13:36:00+05:30,1268.7,1268.9,1268.0,1268.0,143
262,2020-06-22 13:37:00+05:30,1268.0,1268.5,1267.1,1268.5,338
263,2020-06-22 13:38:00+05:30,1268.5,1268.5,1267.8,1268.4,207
264,2020-06-22 13:39:00+05:30,1268.4,1269.0,1268.4,1269.0,1613
265,2020-06-22 13:40:00+05:30,1269.0,1269.0,1268.0,1268.25,1374
266,2020-06-22 13:41:00+05:30,1268.25,1268.25,1267.7,1268.1,269
267,2020-06-22 13:42:00+05:30,1268.1,1268.15,1267.3,1267.3,438
268,2020-06-22 13:43:00+05:30,1267.3,1267.5,1266.6,1267.5,537
269,2020-06-22 13:44:00+05:30,1267.5,1268.8,1267.0,1267.3,638
270,2020-06-22 13:45:00+05:30,1267.3,1267.3,1266.55,1266.7,284
271,2020-06-22 13:46:00+05:30,1266.7,1268.0,1265.9,1267.2,1397
272,2020-06-22 13:47:00+05:30,1267.2,1267.2,1266.0,1267.1,154
273,2020-06-22 13:48:00+05:30,1267.1,1267.35,1266.75,1267.35,63
274,2020-06-22 13:49:00+05:30,1267.35,1267.6,1266.35,1266.35,495
275,2020-06-22 13:50:00+05:30,1266.35,1267.9,1266.0,1267.35,596
276,2020-06-22 13:51:00+05:30,1267.35,1267.8,1267.0,1267.8,445
277,2020-06-22 13:52:00+05:30,1267.5,1267.8,1267.15,1267.75,65
278,2020-06-22 13:53:00+05:30,1267.75,1267.75,1267.0,1267.05,547
279,2020-06-22 13:54:00+05:30,1267.05,1267.1,1266.0,1266.6,1462
280,2020-06-22 13:55:00+05:30,1266.6,1268.0,1266.6,1268.0,385
281,2020-06-22 13:56:00+05:30,1268.0,1268.4,1266.1,1267.0,1278
282,2020-06-22 13:57:00+05:30,1267.6,1267.6,1266.9,1267.35,216
283,2020-06-22 13:58:00+05:30,1267.35,1267.35,1266.1,1266.6,546
284,2020-06-22 13:59:00+05:30,1266.6,1267.0,1266.3,1266.3,529
285,2020-06-22 14:00:00+05:30,1266.3,1267.7,1266.3,1267.7,436
286,2020-06-22 14:01:00+05:30,1267.7,1270.0,1267.7,1270.0,1587
287,2020-06-22 14:02:00+05:30,1269.6,1270.0,1268.3,1268.3,398
288,2020-06-22 14:03:00+05:30,1268.3,1268.5,1267.3,1267.3,310
289,2020-06-22 14:04:00+05:30,1267.3,1268.95,1267.3,1268.25,352
290,2020-06-22 14:05:00+05:30,1268.25,1269.0,1268.25,1269.0,436
291,2020-06-22 14:06:00+05:30,1269.0,1269.0,1268.15,1268.15,579
292,2020-06-22 14:07:00+05:30,1268.85,1268.9,1268.0,1268.8,634
293,2020-06-22 14:08:00+05:30,1268.8,1268.8,1267.85,1268.05,603
294,2020-06-22 14:09:00+05:30,1268.05,1268.8,1267.3,1268.25,604
295,2020-06-22 14:10:00+05:30,1268.25,1268.3,1267.35,1267.8,191
296,2020-06-22 14:11:00+05:30,1267.8,1268.5,1267.8,1268.25,2903
297,2020-06-22 14:12:00+05:30,1268.25,1268.35,1267.5,1267.5,569
298,2020-06-22 14:13:00+05:30,1267.5,1268.0,1267.5,1267.85,352
299,2020-06-22 14:14:00+05:30,1267.85,1268.0,1267.5,1267.65,744
300,2020-06-22 14:15:00+05:30,1267.65,1268.0,1267.65,1267.85,140
301,2020-06-22 14:16:00+05:30,1267.75,1267.75,1267.0,1267.05,382
302,2020-06-22 14:17:00+05:30,1267.05,1267.5,1267.0,1267.05,748
303,2020-06-22 14:18:00+05:30,1267.05,1267.8,1267.0,1267.1,289
304,2020-06-22 14:19:00+05:30,1267.5,1268.0,1267.1,1268.0,1030
305,2020-06-22 14:20:00+05:30,1268.0,1268.8,1268.0,1268.6,339
306,2020-06-22 14:21:00+05:30,1268.6,1269.4,1268.6,1269.25,751
307,2020-06-22 14:22:00+05:30,1269.25,1269.25,1268.7,1268.7,428
308,2020-06-22 14:23:00+05:30,1268.7,1269.0,1268.0,1268.0,1017
309,2020-06-22 14:24:00+05:30,1268.0,1270.0,1268.0,1269.55,1018
310,2020-06-22 14:25:00+05:30,1269.55,1271.0,1269.55,1270.6,661
311,2020-06-22 14:26:00+05:30,1270.75,1271.45,1270.55,1270.75,769
312,2020-06-22 14:27:00+05:30,1270.75,1271.3,1270.5,1270.75,507
313,2020-06-22 14:28:00+05:30,1270.75,1271.0,1270.05,1270.5,319
314,2020-06-22 14:29:00+05:30,1271.0,1271.5,1270.55,1271.0,1897
315,2020-06-22 14:30:00+05:30,1271.5,1271.5,1269.25,1270.65,1782
316,2020-06-22 14:31:00+05:30,1270.65,1270.65,1269.55,1269.55,653
317,2020-06-22 14:32:00+05:30,1269.55,1270.2,1269.25,1270.2,514
318,2020-06-22 14:33:00+05:30,1270.2,1271.0,1270.0,1271.0,487
319,2020-06-22 14:34:00+05:30,1271.0,1271.0,1269.85,1269.85,51
320,2020-06-22 14:35:00+05:30,1269.85,1270.0,1269.85,1269.85,191
321,2020-06-22 14:36:00+05:30,1269.85,1270.0,1269.2,1269.95,160
322,2020-06-22 14:37:00+05:30,1269.95,1269.95,1268.4,1268.95,1061
323,2020-06-22 14:38:00+05:30,1268.95,1269.55,1268.9,1269.3,134
324,2020-06-22 14:39:00+05:30,1269.3,1270.8,1268.95,1270.8,1933
325,2020-06-22 14:40:00+05:30,1270.8,1270.8,1268.0,1269.3,616
326,2020-06-22 14:41:00+05:30,1269.3,1269.3,1268.5,1269.0,300
327,2020-06-22 14:42:00+05:30,1269.0,1269.0,1268.3,1268.3,184
328,2020-06-22 14:43:00+05:30,1268.3,1268.55,1268.0,1268.45,491
329,2020-06-22 14:44:00+05:30,1268.45,1269.6,1268.45,1269.1,127
330,2020-06-22 14:45:00+05:30,1269.1,1269.5,1267.05,1267.5,1401
331,2020-06-22 14:46:00+05:30,1267.5,1268.1,1266.2,1267.2,1959
332,2020-06-22 14:47:00+05:30,1267.2,1267.6,1266.2,1266.75,613
333,2020-06-22 14:48:00+05:30,1266.75,1267.45,1266.05,1266.3,2078
334,2020-06-22 14:49:00+05:30,1266.3,1266.3,1265.1,1265.25,1255
335,2020-06-22 14:50:00+05:30,1265.25,1266.3,1264.55,1265.4,2023
336,2020-06-22 14:51:00+05:30,1265.4,1266.0,1264.7,1265.85,1189
